date,value
2016-01-07,5.99960457783
2016-01-08,5.98722840806
2016-01-09,6.00626070429
2016-01-10,6.06054874776
2016-01-11,6.0342465332
2016-01-12,6.11408730547
2016-01-14,6.05936252415
2016-01-15,6.10087395356
2016-01-16,6.07012901889
2016-01-17,6.06601886711
2016-01-18,6.02256363547
2016-01-19,5.75286898839
2016-02-08,6.02452862184
2016-02-09,6.04465872228
2016-02-10,6.07656101664
2016-02-11,5.9578814554
2016-02-12,6.0688357517
2016-02-13,6.12792035579
2016-02-14,6.3047459598
2016-02-15,6.10122140658
2016-02-16,6.02534577723
